 YEARMODA,   TEMP,PRCP  
20000803,76.9, 0.79G
20000806,78.8, 0.00I
20000815,79.8, 0.00I
20000816,77.1, 0.00I
20000817,77.1, 0.03E
20000825,80.3, 0.01G
20000826,79.6, 0.00G
20000828,78.7,99.99 
20000829,79.5, 0.00I
20000830,79.4, 0.00I
20000831,79.2, 0.03A
20000904,80.8, 0.00I
20000905,79.2, 0.55G
20000906,80.2, 0.00G
20000907,78.5, 0.00G
20000910,77.7, 0.16E
20000911,78, 0.01E
20000914,79.1, 0.03G
20000916,80.4, 0.04E
20000917,79, 1.18G
20000918,78.9, 0.01G
20000919,79.8, 0.00G
20000920,77.2, 0.04G
20000921,77.6, 0.51G
20000922,79.1, 0.00G
20000923,79.8, 0.00I
20000924,80.1, 0.02G
20000925,78.4, 0.00G
20000926,79.9, 0.01G
20000927,78, 0.00G
20000928,79.1, 0.08E
20000929,79.5, 0.00I
20000930,79.9, 0.00I
20001001,78.9, 0.01E
20001002,79.7,99.99 
20001003,79.8, 0.00I
20001004,79.6, 0.00I
20001005,80.3, 0.00I
20001006,80.3, 0.00I
20001007,81.2, 0.00I
20001008,80.6, 0.00I
20001009,78.4, 0.67G
20001010,79.5, 0.79G
20001011,80, 0.02G
20001012,78.7, 0.01G
20001013,79, 0.28G
20001017,81.5, 0.00G
20001018,79.2, 0.02G
20001019,83.6, 0.00G
20001020,81.7, 0.00I
20001021,82.1, 0.00I
20001022,82.4, 0.00I
20001023,84.1, 0.00I
20001024,82.5, 0.00I
20001025,82.4, 0.00I
20001026,81.7, 0.00I
20001027,82, 0.16E
20001028,79.7, 1.46E
20001029,83.5, 0.00I
20001030,81.9, 0.00I
20001031,82.6, 0.00I
20001101,83.1, 0.00I
20001102,81.9, 3.54G
20001103,83.2, 0.03G
20001104,85.4, 0.00G
20001105,81.9, 0.00I
20001106,83.7, 0.00I
20001107,83.2, 0.00I
20001108,83.4, 0.00I
20001109,84.5, 0.00I
20001110,83.3, 0.00I
20001111,84.8, 0.00I
20001112,84.1, 0.00I
20001113,83.6, 0.00I
20001114,84, 0.00I
20001115,80.1, 0.08E
20001116,81.3, 0.16G
20001117,79.2, 0.00G
20001118,84.6, 0.00I
20001119,81.9, 0.59G
20001120,82.2, 0.00G
20001121,83.8, 0.00I
20001122,83.2, 0.00I
20001123,81.9, 0.00I
20001124,83.5, 0.00I
20001125,82.5, 0.00I
20001126,83.1, 0.00I
20001127,82.7, 0.00I
20001204,85.6, 0.00I
20001205,82.9, 0.00I
20001206,83.9, 0.00I
20001207,84, 0.00I
20001208,81, 0.00I
20001209,82.9, 0.00I
20001210,83.8, 0.00I
20001212,82.6, 0.00I
20001213,81.8, 0.00I
20001221,83.3, 0.00I
20001222,83.2, 0.03A
20001223,82.8, 0.02E
20001224,83.4, 0.00I
20001225,83.9, 0.00I
20001226,83.1, 0.00I
20001228,83.3, 0.00I
20001229,82.8, 0.00I
20001230,83.2, 0.00I
20001231,81.3, 0.00I
20010101,81.1, 0.00I
20010102,81.3, 0.00I
20010103,80.3, 0.00I
20010104,81.1, 0.00I
20010105,81.3, 0.00I
20010106,81.2, 0.00I
20010107,81.9, 0.00I
20010108,80.9, 0.00I
20010109,81.6, 0.00I
20010110,80.4, 0.00I
20010111,82.5, 0.00I
20010112,82.9, 0.00I
20010113,81.3, 0.00I
20010114,83.2, 0.00A
20010115,81.4, 0.03E
20010116,83.6, 0.00I
20010117,84.3, 0.00I
20010118,82.1, 0.00I
20010119,81.8, 0.08E
20010120,83.6, 0.00I
20010121,82.4, 0.00I
20010122,82.6, 0.00I
20010123,82.5, 0.00I
20010124,82.5, 0.00I
20010125,82.4, 0.00I
20010126,81.8, 0.00I
20010127,82.7, 0.00I
20010128,82.9, 0.00I
20010129,82.8, 0.00I
20010130,83.7, 0.00I
20010131,83.1, 0.00I
20010201,84.4, 0.00I
20010202,84.7, 0.00I
20010203,83.6,99.99 
20010204,83.4, 0.03G
20010205,84.2, 0.00G
20010206,84, 0.00I
20010207,82.9, 0.00I
20010208,84.3, 0.00I
20010209,84.8, 0.00I
20010210,84.2, 0.00I
20010211,83.4, 0.00I
20010212,84.3, 0.00I
20010213,82.3, 0.00I
20010214,74, 0.00I
20010215,85.9, 0.00I
20010216,81.3, 0.00I
20010217,82.5, 0.00I
20010218,84.3, 0.00I
20010219,85.8, 0.00I
20010220,85.5, 0.00I
20010221,84.6, 0.02G
20010222,85.2, 0.00G
20010223,85.2, 0.00I
20010224,84.8, 0.12G
20010225,85.6, 0.00G
20010226,85.6, 0.00I
20010227,85.9, 0.00I
20010228,85.6, 0.00I
20010301,85.8, 0.00I
20010302,83.9, 0.00I
20010303,86, 0.00I
20010304,86.9,99.99 
20010305,81.9, 0.16G
20010306,84.9, 0.08G
20010307,86, 0.00G
20010308,83.7, 0.83G
20010309,84.7, 0.00G
20010310,85.7, 0.00G
20010311,87.1, 0.00I
20010312,85.9, 0.00I
20010313,85.3,99.99 
20010314,83.7, 0.01G
20010315,85.1, 0.00G
20010316,84.8, 0.00I
20010317,85, 0.00I
20010318,85.6, 0.00I
20010319,83.7, 0.03E
20010320,85.6, 0.00I
20010321,85.8, 0.00I
20010322,85.6, 0.00I
20010323,85.9, 0.00I
20010324,85.5, 0.00I
20010325,85.7, 0.00I
20010326,86.1, 0.03E
20010327,86, 0.00I
20010328,85, 0.00I
20010329,86.2, 0.00I
20010330,85.4, 0.04E
20010331,85.6, 0.00I
20010401,85.8, 0.00I
20010402,85.7, 0.00I
20010403,79, 0.28G
20010404,81.5, 1.73G
20010405,85.1, 0.00G
20010406,85.7, 0.00I
20010407,85.4, 0.00I
20010408,85.8, 0.00I
20010409,86, 0.00I
20010410,85.4,99.99 
20010411,83.5, 0.35G
20010412,85.4, 0.00G
20010413,84.8, 0.08E
20010414,84.5, 0.08A
20010415,85.5, 0.00I
20010416,83, 0.35E
20010417,81.8, 0.00I
20010418,79.3, 0.51E
20010419,79.3, 0.00I
20010420,83.7, 0.00I
20010421,84.6, 0.00I
20010422,84.6, 0.00I
20010423,84.4, 0.00I
20010424,85.8, 0.00I
20010425,81.9, 0.31G
20010426,82.4, 0.03G
20010427,84.5, 0.24G
20010428,85.5, 0.00G
20010429,80.7, 0.79G
20010430,83, 1.30G
20010501,83.2, 0.24G
20010502,85.1, 0.00G
20010503,81.2, 0.51G
20010504,83.5, 0.00G
20010505,85.9, 0.00G
20010506,83.7, 0.00I
20010507,84.7, 0.00I
20010508,86.4, 0.00I
20010509,81, 0.83E
20010510,83.3, 0.00I
20010511,85.3, 0.00I
20010512,84.6, 0.00I
20010513,80.6, 1.06G
20010514,85.2, 0.28G
20010515,80.5, 0.00G
20010516,80.2, 0.75G
20010517,80.7, 0.00G
20010518,86, 0.00I
20010519,84.3,99.99 
20010520,80, 0.04G
20010521,80.6, 0.87G
20010522,83, 0.00G
20010523,84.9, 0.00I
20010524,83.2, 0.00I
20010525,83, 0.39G
20010526,81.3, 0.00G
20010527,79.9, 1.93G
20010528,84, 0.00G
20010529,79.5,99.99 
20010530,79.3, 0.00I
20010531,78, 0.00I
20010601,78.1,99.99 
20010602,80.4,99.99 
20010603,79.9,99.99 
20010604,80.6, 0.00I
20010605,78.3,99.99 
20010606,81.3, 0.00I
20010607,79.7, 0.08E
20010608,80.9, 0.00I
20010609,83.6, 0.02G
20010610,82.3, 0.00G
20010611,75.4, 2.17G
20010612,76.4, 0.87G
20010613,80.1, 0.47G
20010614,81, 0.04G
20010615,80.6, 0.20G
20010616,81.9, 0.03G
20010617,81.3, 0.00G
20010618,80.5, 0.08G
20010619,79.8, 0.08G
20010620,82.1, 0.20G
20010621,80.9, 0.00G
20010622,78.4, 0.03E
20010623,77.1, 0.24E
20010624,78.1, 0.08E
20010625,79.2, 0.00I
20010626,81, 0.03E
20010627,78.6, 0.71E
20010628,77.8, 0.71E
20010629,78.5, 0.03E
20010630,77.3, 1.22G
20010701,78.6, 0.00G
20010702,79.9, 0.00I
20010703,80.5, 0.00I
20010704,78.3, 1.02G
20010705,79.3, 0.02G
20010706,77.4, 0.00G
20010709,78.8, 0.00I
20010710,80.1, 0.00I
20010711,80.9, 0.00G
20010712,80.5, 0.00G
20010713,81.2, 0.04G
20010714,80.9, 0.08G
20010715,79.7, 0.00G
20010716,80.3, 0.04G
20010717,80.3, 0.00G
20010718,80.5, 0.03E
20010719,79.1, 0.00I
20010720,78.8, 0.03G
20010721,78.5, 0.00G
20010722,77.6, 0.04G
20010723,78.2, 0.28G
20010724,78.5, 0.20G
20010725,77.9, 0.00G
20010726,77.6, 0.00I
20010727,78, 0.00I
20010728,77.7, 0.00I
20010729,77.3, 0.03G
20010730,76.2, 0.04G
20010731,76.8, 0.24G
20010801,76.7, 0.00G
20010802,76.9, 0.00I
20010803,77.1, 0.00I
20010804,76.4, 0.00I
20010805,76.4, 0.00I
20010806,76.5, 0.03E
20010807,76.5, 0.00I
20010808,76, 0.00I
20010809,75.9, 0.00I
20010810,75.5, 0.00I
20010811,75.3, 0.00I
20010812,76.3, 0.00I
20010813,76.6, 0.00I
20010814,76.4, 0.02G
20010815,76.5, 0.00G
20010816,77, 0.00G
20010817,76.4, 0.03G
20010818,77, 0.00G
20010819,77.2, 0.00G
20010820,77, 0.02G
20010821,75.6, 0.20G
20010822,76.3, 0.08G
20010823,77.5, 0.04G
20010824,76.7, 0.00G
20010825,78.2, 0.00I
20010826,77.9, 0.03E
20010827,78.1, 0.00I
20010828,78.5, 0.00I
20010829,78.7, 0.00E
20010830,78.5, 0.00I
20010831,78.9, 0.00I
20010901,78.8, 0.00I
20010902,78.8, 0.00I
20010903,78.7, 0.00I
20010904,78.5, 0.03G
20010905,77.3, 0.02G
20010906,78, 0.00G
20010907,78.6, 0.03G
20010908,77.8, 0.00G
20010909,77.3, 0.47G
20010910,79.1, 0.00G
20010911,79.1, 0.03G
20010912,78.2, 0.03G
20010913,78.1, 0.03G
20010914,79, 0.12G
20010915,78.6, 0.20G
20010916,78.8, 0.03G
20010917,78, 0.00G
20010918,77.4, 0.55G
20010919,77.8, 0.31G
20010920,78.9, 0.00G
20010921,79, 0.00G
20010922,79.6, 0.00G
20010923,80, 0.00G
20010924,78.8, 0.00G
20010925,78.4, 0.87G
20010926,79.2, 0.16G
20010927,79.4, 0.00G
20010928,80, 0.00I
20010929,79, 0.02E
20010930,79.6, 0.00I
20011001,76.5, 0.79G
20011002,79.1, 0.35G
20011003,79.8, 0.00G
20011004,80, 0.00I
20011005,80, 0.00I
20011006,78.7, 0.03G
20011007,80.9, 0.03G
20011008,80.3, 0.00G
20011009,80.9,99.99 
20011010,81.4, 0.00I
20011011,80.2, 0.00I
20011012,80.9, 0.00I
20011013,81.2, 0.00I
20011014,81, 0.00I
20011015,81, 0.00I
20011016,79.1, 0.94G
20011017,81.1, 0.00G
20011018,81.7, 0.43G
20011019,81.5, 0.00G
20011020,82.9, 0.00G
20011021,82, 0.12G
20011022,83.3, 0.00G
20011023,83, 0.00I
20011024,81.7, 0.03E
20011025,81.3, 0.03A
20011026,81.7, 0.03E
20011027,81, 0.00I
20011028,82.7, 0.00I
20011029,81.6, 0.03E
20011030,81.7, 0.00I
20011031,81.1, 0.00I
20011101,80.5, 0.00I
20011102,82.2, 0.00I
20011103,82.9, 0.00I
20011104,81.4, 0.00I
20011105,83.9, 0.00I
20011106,83.3, 0.00I
20011107,83.3, 0.00I
20011108,82.7, 0.00I
20011109,83.9, 0.00I
20011110,81.5, 0.31E
20011111,81.7, 0.00I
20011112,81.6, 0.08G
20011113,82.6, 0.00G
20011114,83.8, 0.00I
20011115,82.7, 0.08E
20011116,82.4, 0.28A
20011117,81.5, 0.03A
20011118,82, 0.00I
20011119,81.3, 0.00I
20011120,82.2, 0.00I
20011121,82.6, 0.00I
20011122,81.3, 0.00I
20011123,82.8, 0.00I
20011124,82.3, 0.00I
20011125,82.8, 0.00I
20011126,82.8, 0.00I
20011127,82.8, 0.00I
20011128,83.7, 0.00I
20011129,83.5, 0.00I
20011130,83.8, 0.00I
20011201,83.9, 0.00I
20011202,80.9, 0.00I
20011203,82, 0.00I
20011204,82.8, 0.00I
20011205,82.9, 0.00I
20011206,82.5, 0.00I
20011207,82.5, 0.00I
20011208,81.8, 0.00I
20011209,81.8, 0.00I
20011210,83.2, 0.00I
20011211,83.1, 0.00I
20011212,82.5, 0.00I
20011213,83, 0.00I
20011214,79.2, 0.28E
20011215,81.2, 0.00I
20011216,82, 0.00I
20011217,82.1, 0.00I
20011218,83.6, 0.00I
20011219,83, 0.00I
20011220,83.4, 0.00I
20011221,83.2, 0.00I
20011222,84.1, 0.00I
20011223,83.6, 0.00G
20011224,83.2, 0.12G
20011225,82.8, 0.00G
20011226,83.4, 0.00I
20011227,84.1, 0.00I
20011228,83.9, 0.00I
20011229,84.3, 0.00I
20011230,84.9, 0.00I
20011231,84.8, 0.00I
20020101,82.8, 0.03E
20020102,83.3, 0.03G
20020103,82.8, 0.00G
20020104,83.4, 0.00I
20020105,84.5, 0.00I
20020106,79.3, 1.34G
20020107,80.6, 0.08G
20020108,83.4, 0.00G
20020109,82, 0.00I
20020110,78, 0.00I
20020111,78.6, 0.00I
20020112,76.9, 0.00I
20020113,75.6, 0.00I
20020114,75.9, 0.00I
20020115,76, 0.00I
20020116,77.8, 0.00I
20020117,79.1, 0.00I
20020118,80.2, 0.00I
20020119,81.7, 0.00I
20020120,82.2, 0.00I
20020121,82.4, 0.00I
20020122,83.4, 0.00I
20020123,82.7, 0.00I
20020124,82, 0.00I
20020125,81.8, 0.00I
20020126,81.6, 0.00I
20020127,82, 0.00I
20020128,82.7, 0.00I
20020129,82.3, 0.00I
20020130,80.8, 0.00I
20020131,79.6, 0.00I
20020201,80, 0.00I
20020202,80, 0.00I
20020203,80.1, 0.00I
20020204,81.7, 0.00I
20020205,82.4, 0.00I
20020206,84.7, 0.00I
20020207,83.5, 0.00I
20020208,84.3, 0.00I
20020209,83.8, 0.00I
20020210,83.1, 0.00I
20020211,83.4, 0.00I
20020212,83.7, 0.00I
20020213,83.7, 0.00I
20020214,83.7, 0.00I
20020215,84.6, 0.00I
20020216,85.1, 0.00I
20020217,84.6, 0.00I
20020218,84.7, 0.00I
20020219,84.8, 0.00I
20020220,85.2, 0.00I
20020221,85.4, 0.00I
20020222,85.9, 0.00I
20020223,85.4, 0.00I
20020224,86, 0.00I
20020225,85.7, 0.00I
20020226,86, 0.00I
20020227,82.6, 0.00I
20020228,83, 0.00I
20020301,85.2, 0.00I
20020302,85.3, 0.00I
20020303,85.5, 0.00I
20020304,86, 0.00I
20020305,86.2, 0.00I
20020306,85.6, 0.59G
20020307,85.4, 0.00G
20020308,86, 0.35G
20020309,84.9, 0.00G
20020310,83.4, 0.20G
20020311,84.1, 0.00G
20020312,82, 0.39G
20020313,85.1, 0.00G
20020314,85.6, 0.00I
20020315,85.5, 0.00I
20020316,84.8, 0.00I
20020317,84.8, 0.08G
20020318,84.5, 0.00G
20020319,84.3, 0.00I
20020320,83.2, 0.03G
20020321,83.8, 0.04G
20020322,84.8, 0.00G
20020323,83.5, 0.00I
20020324,84.1, 0.00I
20020325,84.5, 0.00I
20020326,83.7, 0.00I
20020327,85.3, 0.00I
20020328,85.4, 0.00I
20020329,82.9, 0.00I
20020330,85, 0.00I
20020331,85.7, 0.00I
20020401,86.2, 0.00I
20020402,85.9, 0.00I
20020403,85.8, 0.00I
20020404,85.8, 0.00I
20020405,85.7, 0.00I
20020406,84.3, 0.00I
20020407,82.5, 0.03E
20020408,79.9, 1.02G
20020409,83.1, 0.01G
20020410,84.8, 0.00G
20020411,83.9, 0.16E
20020412,84.5, 0.00I
20020413,79.2, 1.02E
20020414,82.2, 0.00I
20020415,81.7,99.99 
20020416,81.3, 1.34G
20020417,82.1, 0.04G
20020418,83.8, 0.00G
20020419,79.3, 1.14G
20020420,83.6, 0.03G
20020421,82.8, 0.00G
20020422,84.3, 0.00G
20020423,85.3, 0.00G
20020424,81.4, 0.03G
20020425,83.8, 0.00G
20020426,84.7, 0.00I
20020427,85.2, 0.00I
20020428,86.2, 0.03A
20020429,85.6, 0.00I
20020430,84.9, 0.00I
20020501,86, 0.00I
20020502,83.8, 0.00E
20020503,83.5, 0.00I
20020504,83.7, 0.00I
20020505,84.8, 0.00I
20020506,83.7, 0.00I
20020507,84.1, 0.00I
20020508,86.3, 0.00I
20020509,84.1, 0.00I
20020510,85.5, 0.00I
20020511,81.6, 1.50E
20020513,83.1, 0.00E
20020514,80.6, 0.51A
20020515,84.1, 0.00I
20020516,85.1, 0.00I
20020517,83.3, 0.01B
20020518,83.6, 0.00I
20020519,82.8, 0.35G
20020520,84.5, 0.00G
20020521,84, 0.00G
20020522,80.9, 0.03G
20020523,81.9, 0.20G
20020524,84.6, 0.00G
20020525,85.7, 0.00I
20020526,86, 0.00I
20020527,85.5, 0.00I
20020528,81.6, 0.35G
20020529,81.1, 0.01G
20020530,82.1, 0.00G
20020531,85.6, 0.00I
20020601,82.5, 0.20G
20020602,79.1, 0.00G
20020603,80.6, 0.51G
20020604,79.8, 0.00G
20020605,80.7, 0.00G
20020606,76.4, 2.44G
20020607,80.7, 0.00G
20020608,77.1, 0.00I
20020609,79.5,99.99 
20020610,81, 2.91G
20020611,82, 0.00G
20020612,82.2, 0.00I
20020613,83.9, 0.00E
20020614,76.8, 1.38G
20020615,79.6, 1.97G
20020616,79.3, 0.00G
20020617,80.7, 0.39G
20020618,80.7, 0.00G
20020619,78.1, 0.04G
20020620,80.6, 0.00G
20020621,80.3, 2.28E
20020622,81.4, 0.00I
20020623,80.7, 0.16E
20020624,79.5, 1.89E
20020625,81.1, 0.03E
20020626,81.3,99.99 
20020627,78.7, 0.94G
20020628,79.3, 0.08G
20020629,80.5, 0.00G
20020630,80.5, 0.00G
20020701,81.2, 0.00G
20020702,80.6, 0.00I
20020703,79.8, 0.02E
20020704,79.8, 0.00I
20020705,78.5, 0.39E
20020706,79.4, 0.00I
20020707,80.5, 0.00I
20020708,81.3, 0.00I
20020709,81.8, 0.00I
20020710,81.6, 0.00I
20020711,81, 0.03E
20020712,78.1, 0.91G
20020713,79.9, 0.00G
20020714,80.7, 0.00I
20020715,80.1,99.99 
20020716,78.8, 0.03E
20020717,78.6, 0.87G
20020718,78.4, 0.02G
20020719,77.6, 0.12G
20020720,79.1, 0.03G
20020721,79, 0.00G
20020722,77.6, 0.00G
20020723,77.2, 0.00G
20020724,78.8, 0.04G
20020725,78.5, 0.00G
20020726,78.4, 0.00I
20020727,79.3, 0.03E
20020728,77.8, 0.00I
20020729,78.3, 0.00I
20020730,78.7, 0.00I
20020731,78.3, 0.03G
20020801,76.9, 0.03G
20020802,77.3, 0.59G
20020803,77.1, 0.00G
20020804,77.2, 0.00I
20020805,75.9, 0.20G
20020806,77.4, 0.02G
20020807,77.7, 0.00G
20020808,76.5, 0.00I
20020809,77.9, 0.00I
20020810,78.1, 0.00I
20020811,77.7, 0.00I
20020812,77.7, 0.00I
20020813,78.4, 0.00I
20020814,78.3, 0.00I
20020815,78.7, 0.00G
20020816,78.3, 0.00G
20020817,78.5, 0.03E
20020818,79, 0.00I
20020819,78.9, 0.00I
20020820,78,99.99 
20020821,77.8, 0.00I
20020822,78.5, 0.00I
20020823,77.9, 0.00I
20020824,77.3, 0.00I
20020825,78, 0.00I
20020826,76.1, 0.02G
20020827,77.8, 0.47G
20020828,77.3, 0.00G
20020829,76.4, 0.03E
20020830,77.4, 0.00C
20020831,77.8, 0.00D
20020901,76.9, 0.00D
20020902,77.2, 0.00D
20020903,78.1, 0.00D
20020904,77.3, 0.00C
20020905,77.2, 0.00H
20020906,75.4, 0.08G
20020907,77.4, 0.00G
20020908,77.4, 0.00D
20020909,76.5, 0.00A
20020910,78, 0.00B
20020911,77.7, 0.00B
20020912,77.6, 0.00A
20020913,78.1, 0.00B
20020914,77.5, 0.00B
20020915,77.9, 0.00C
20020916,78.3, 0.00C
20020917,77.8, 0.00A
20020918,76.1, 0.91B
20020919,75.7, 0.12E
20020920,77.3, 0.02B
20020921,78.8, 0.00H
20020922,79, 0.00G
20020923,79.7, 0.00B
20020924,79.7, 0.00B
20020925,79.1, 0.00E
20020926,80.1, 0.00G
20020927,80.7, 0.00I
20020928,81, 0.08G
20020929,78.3, 0.04G
20020930,81.5, 0.00G
20021001,81.1, 0.00H
20021002,80.2, 0.16A
20021003,79.8, 0.00B
20021004,79.1, 0.00A
20021005,77.6, 0.00G
20021006,81.1, 0.00A
20021007,80.4, 0.00H
20021008,78.9, 0.87E
20021009,77.2, 0.67E
20021010,80.3, 0.00B
20021011,80.5, 1.69G
20021012,79.9, 0.94G
20021013,79.2, 0.00G
20021014,80.3, 0.43G
20021015,79.5, 0.00G
20021016,79.7, 0.16G
20021017,78.6, 0.00G
20021018,79.5, 0.35G
20021019,77.5, 0.00G
20021020,77, 0.00A
20021021,83.2, 0.00H
20021022,81.1, 0.31C
20021023,82.3, 0.00C
20021024,80.9, 0.00H
20021025,78, 1.65B
20021026,81.2, 0.00B
20021027,81, 0.00H
20021028,79.1, 0.20G
20021029,80.4, 0.00G
20021030,81.4, 0.94G
20021031,81.4, 0.00G
20021102,82.9, 0.00D
20021103,83.5, 0.00D
20021104,81.4, 0.00C
20021105,79, 0.00D
20021106,80.3, 0.03G
20021107,83.9, 0.00G
20021108,83.6, 0.00D
20021109,83.7, 0.00D
20021110,82.5, 0.01E
20021111,80.7, 0.51E
20021112,82.6, 0.00C
20021113,83.5, 0.00D
20021114,83, 0.00D
20021115,82.2, 0.00D
20021116,84, 0.00D
20021117,83.7, 0.00D
20021118,84.2, 0.00D
20021119,83.4, 0.47E
20021120,83.8, 0.00C
20021121,84.2, 0.00D
20021122,82.9, 0.00D
20021123,82.9, 0.00C
20021124,83.4, 0.00A
20021125,84.2, 0.00B
20021126,81.1, 0.00D
20021127,82.2, 0.00D
20021128,83.3, 0.00D
20021129,84.1, 0.00D
20021130,83.9, 0.00D
20021201,83.3, 0.00D
20021202,83.6, 0.00D
20021203,83.8, 0.00C
20021204,83.7, 0.00C
20021205,83.4, 0.00C
20021206,84.3, 0.00D
20021207,83.7, 0.00D
20021208,84, 0.00D
20021209,84.2, 0.00E
20021210,83.9, 0.00G
20021211,83.5, 0.00D
20021212,82.8, 0.00C
20021213,84.9, 0.00A
20021214,83, 0.00C
20021215,83.1, 0.00D
20021216,82.3, 0.00C
20021217,82.2, 0.00D
20021218,82.9, 0.00D
20021219,79.8, 0.00B
20021220,83.8, 0.00I
20021221,82.1, 0.00I
20021222,83.2, 0.00I
20021223,79.9, 0.00I
20021224,78.4, 0.00I
20021225,79.2, 0.00I
20021226,76.5, 0.00I
20021227,76.2, 0.00I
20021228,78, 0.00I
20021229,81.1, 0.00I
20021230,80, 0.00B
20021231,79.4, 0.00B
20030101,79.6, 0.00C
20030102,80.4, 0.00C
20030103,80.3, 0.00D
20030104,80.4, 0.00D
20030105,77.8, 0.00D
20030106,85, 0.00C
20030107,83.8, 0.00D
20030108,83.8, 0.00C
20030109,84.7, 0.00D
20030110,84.8, 0.00I
20030111,84, 0.00E
20030112,82.5, 0.00G
20030113,83.5, 0.00D
20030114,83.7, 0.00D
20030115,79.9, 1.57G
20030116,82.2, 0.00G
20030117,82, 0.00D
20030118,79.5, 0.04E
20030119,81.4, 0.00C
20030120,83.2, 0.00D
20030121,82.7, 0.00D
20030122,79.4, 0.43E
20030123,81, 0.00C
20030124,82.5, 0.00D
20030125,82.4, 0.00D
20030126,82.9, 0.00C
20030127,82.7, 0.00D
20030128,83.7, 0.00C
20030129,82.7, 0.00D
20030130,81.9, 0.00D
20030131,82.5, 0.00D
20030201,83.4, 0.00D
20030202,84.4, 0.00D
20030203,84.6, 0.00D
20030204,84.6, 0.00D
20030205,85, 0.00C
20030206,82.8, 0.00D
20030207,85.5, 0.00D
20030208,85, 0.00D
20030209,85.3, 0.00D
20030210,85.2, 0.00D
20030211,85.1, 0.00D
20030212,84.8, 0.00D
20030213,84.6, 0.00D
20030214,84.4, 0.00D
20030215,84, 0.00D
20030216,85.2, 0.00C
20030217,85, 0.00C
20030218,84.4, 0.01G
20030219,84.3, 0.00G
20030220,84.9, 0.00D
20030221,85.2, 0.00D
20030222,81.3, 1.22G
20030223,84.1, 0.00G
20030224,82, 0.00G
20030225,84.6, 0.00D
20030226,85.1, 0.00D
20030227,83, 0.24G
20030228,84.3, 0.00G
20030301,85.8, 0.00D
20030302,85.9, 0.00D
20030303,84.9, 0.01E
20030304,85, 0.00C
20030305,85.4, 0.00D
20030306,86.2, 0.00C
20030307,87, 0.00C
20030308,85.4, 0.00D
20030309,82.4, 0.02E
20030310,83.5, 0.00C
20030311,85.7, 0.00D
20030312,84.9, 0.00D
20030313,84.7, 0.00D
20030314,85, 0.00D
20030315,85.7, 0.00D
20030316,85.8, 0.00D
20030317,85.9, 0.00D
20030318,86.7, 0.00C
20030319,86.8, 0.00D
20030320,79.6, 0.67G
20030321,83.7, 0.01G
20030322,85.5, 0.00G
20030323,84.4, 0.00D
20030324,85.4, 0.00D
20030325,84.7, 0.00D
20030326,85.8, 0.00C
20030327,85.8, 0.00C
20030328,85.2, 0.00H
20030329,85.7, 0.00D
20030330,86.5, 0.00D
20030331,86.4, 0.00D
20030401,87, 0.00D
20030402,86.8, 0.00D
20030403,83, 0.20G
20030404,82.4, 0.04G
20030405,85.4, 0.00G
20030406,83.7, 0.00D
20030407,80.9, 2.60G
20030408,85.3, 0.00G
20030409,86.3, 0.00D
20030410,86, 0.00C
20030411,80.5, 1.02E
20030412,78.6, 1.85E
20030413,83.6, 0.00C
20030414,83.7, 0.00H
20030415,79.9, 7.64G
20030416,84.2, 0.00G
20030417,84.9, 0.00D
20030418,83.9, 0.00D
20030419,78.7, 2.40E
20030420,79.7, 0.20C
20030421,83.6, 0.00C
20030422,85.5, 0.00C
20030423,85.7, 0.00D
20030424,85, 0.00C
20030425,85.4, 0.00B
20030426,86, 0.00D
20030427,83.4, 0.00D
20030428,83.9, 0.00D
20030429,85.3, 0.00D
20030430,82.8, 0.28G
20030501,84.2, 0.00G
20030502,84.9, 0.00D
20030503,85.7, 0.00D
20030504,85.9, 0.00D
20030505,83, 0.00H
20030506,84.9, 0.00E
20030507,84.5, 0.04G
20030508,85.4, 0.00G
20030509,85.8, 0.00D
20030510,85.1, 0.00D
20030511,85.2, 0.28E
20030512,80.9, 1.22G
20030513,84.9, 0.00G
20030514,83.8, 0.00D
20030515,85.6, 0.00D
20030516,84.4, 0.20E
20030517,80.2, 0.08E
20030518,81.3, 0.00C
20030519,83.7, 0.00D
20030520,84.8, 0.00D
20030521,84.5, 0.00D
20030522,84.7, 0.00D
20030523,83.8, 0.00D
20030524,83.6, 0.00D
20030525,83.3, 0.00D
20030526,80.9, 0.39E
20030527,84.4, 0.00C
20030528,83.5, 0.04E
20030529,80.2, 0.63G
20030530,82, 0.00G
20030531,81.3, 0.12E
20030601,80.1, 0.24E
20030602,81.8, 0.91G
20030603,82.4, 0.04G
20030604,80.6, 0.00G
20030605,82.3, 1.34G
20030606,79.3, 1.42G
20030607,79, 0.43G
20030608,80.9, 0.28G
20030609,81.8, 0.00G
20030610,81, 0.08G
20030611,80.5, 0.63G
20030612,79.3, 0.02G
20030613,79.1, 0.43G
20030614,78, 0.16G
20030615,81, 3.43G
20030616,82.1, 0.00G
20030617,82.5, 0.00D
20030618,80, 0.03E
20030619,81.5, 0.00C
20030620,81.8, 0.00D
20030621,82.1, 0.00D
20030622,76.2, 0.83G
20030623,79.3, 0.00G
20030624,78.8, 0.00G
20030625,75.8, 0.31E
20030626,77.9, 0.08C
20030627,78.2, 0.00D
20030628,79.4, 0.00D
20030629,79.2, 0.00D
20030630,79.5, 0.00B
20030701,78.5, 0.00I
20030702,78.3, 0.00I
